gene_1,gene_2,gene_3,gene_4,gene_6,gene_7,gene_10,gene_11,gene_12,gene_13,gene_14,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,Class
4.07422283,3.684527028,8.256444596,9.977666308,7.06674579,0,0,3.047206817,2.689209688,0,0,0,0,6.656913902,4.973928064,3.140058764,8.071129807,0,0,1.493903472,0,9.702908567,0,3.267311062,6.624078956,0,7.655022605,0,9.944088295,4.647832543,0.540126488,1.493903472,9.817707988,0,10.20780746,0,0,0,3.91438274,6.354656674,9.753881941,9.732476118,11.80666642,0.932287992,1
4.706210041,4.637424768,8.019351649,10.17799252,5.926666036,0.556895319,0,0,3.314798018,0,0,0,0,9.930959046,1.528221229,0,8.346863838,0,0,0.556895319,0,9.648032152,0.556895319,4.653180428,3.621301716,0,7.375352271,0,11.91777857,7.41040895,1.27100727,2.628073654,9.673224261,0,9.679867112,0,0,0,3.826843352,7.905934493,10.58831175,8.721618739,11.78445491,0,1
4.138650666,2.041803688,8.091319014,9.44447244,8.012909419,0,0.839395295,1.572016513,3.493198984,0,0.839395295,0,0.479851387,8.928334788,2.705955791,3.018527357,8.326640707,0,0,1.751806465,0.479851387,9.254338934,1.751806465,5.025498392,7.318705485,7.336426222,6.439576598,0.479851387,13.12735921,8.308798617,0,0,9.594141689,0.479851387,9.607339562,0,0,0,3.493198984,6.769890725,9.885316587,10.42575091,11.5912652,0,1
4.672176385,4.121860871,8.047636537,9.531213786,7.607959044,0.9032697,0,0.521251795,2.163917311,0,0,0,0,8.512681213,5.179849391,6.115316292,8.190451896,0,0,0,2.016567633,11.06856334,3.278475478,3.341772315,8.036371454,0,4.888334123,0,11.70601677,6.806942665,0,0.521251795,10.86212589,1.205079666,10.08637511,0,0,0,2.419997245,8.35863362,10.25512301,8.860739376,11.90821621,0.521251795,1
3.006387797,3.594022969,7.673132372,9.559761376,8.405456353,0.550309679,0.550309679,1.514753498,1.258940968,0,1.514753498,0,0.947703556,8.307351106,3.226354387,0.586404475,6.649312231,0,0,0.550309679,0,10.27231485,0.947703556,4.069461583,7.590901377,1.514753498,7.317620636,0.550309679,12.19662364,6.225691388,0,2.61077092,9.906830482,0,10.20011392,0,0,0,2.237288369,7.31610953,9.97632067,9.112754858,11.72355003,0.550309679,1
3.834792105,3.643255904,7.553875001,9.815455349,6.13623446,0.536251879,0,0.536251879,2.202260984,0,0,0,0,9.020243824,2.46008724,4.791095149,7.88006713,0,0,0.536251879,0,9.524059757,2.053702199,4.808122438,6.010889469,0.536251879,8.150336269,0.536251879,14.09371466,8.075735843,0.536251879,1.700972307,9.360761507,0,9.668347861,0,0,0,1.888110029,8.281795601,10.53582941,9.117006669,11.27589751,0,1
3.93015068,3.214497868,7.014690038,9.88307396,6.444304294,0,0,0.487795024,0.851599143,0,0,0,0,7.526906071,3.177136453,0,7.284171704,0,0,0,0,9.704016009,0.851599143,3.914449716,7.381352598,2.20798653,7.798808742,0,11.13233264,6.786766234,0.487795024,0,9.765982204,0,10.80915716,0,0,0,3.177136453,7.720935081,10.33024466,8.453509348,11.36399782,0,1
3.12649386,1.731965214,7.861930558,9.872631791,7.710186527,0.543000877,0,1.715981203,1.715981203,0.543000877,0,0,1.245556509,8.804356929,2.887232803,0.936666204,9.152535834,0,0,0,2.354254672,9.888023244,0.936666204,4.896920867,7.543480417,2.59153581,6.602914094,0.936666204,13.61612378,7.386828187,0.543000877,0,9.7668618,0,10.25365842,0.543000877,0.543000877,0,4.682578915,7.410273256,10.06649287,9.098229519,11.90143261,0,1
4.047407514,3.620257955,7.009716668,9.799802905,8.099058453,0,0,0.431355522,2.373369806,0,0.431355522,0,0,6.539067282,3.115399532,0,7.628489285,0,0,0,0,9.300746073,0.762901548,4.147811391,7.595078416,0,7.868878101,0,10.95043196,6.171653196,0,1.782073015,9.752793742,0.431355522,9.734027057,0,0,0,0,7.373500315,10.25833047,9.403789633,12.01542899,0.431355522,1
4.058229897,2.498965654,8.333777029,9.915240031,8.199019549,0.959547614,0,0.558169655,1.53081987,0,0,0,0,8.828047603,3.248322302,0,6.465775346,0,0,0,0,10.16241651,0.959547614,3.909254677,7.222292589,2.106549331,7.038249599,0,11.64357664,6.240961107,0,0.558169655,9.585193539,0.558169655,10.54647972,0,0,0,0,4.778865631,10.11219187,8.722298657,11.59704692,0,1
3.186849146,3.739329676,7.791592702,9.610255278,7.831737929,0.521452826,0,0.521452826,2.912707342,0,0,0,0,9.089458426,2.735435526,0,5.78092684,0,0,0,0,9.924563127,0.521452826,3.51707408,8.231321998,3.212833887,6.843368357,0,11.66565125,5.825910255,0,0.521452826,9.61105985,0,9.967860271,0,0,0,1.454912848,5.462696936,10.30123324,9.279318066,11.71711517,0,1
3.598829671,3.538935409,7.724663913,9.251946271,7.884268222,0.568615877,0,0.568615877,2.418945512,0,0,0,0,7.249900378,3.414379119,4.988189314,6.272928323,0,0,1.292369492,0.975410079,9.886323032,1.292369492,5.017966435,6.904977757,6.28191334,8.06377256,0.568615877,11.89435548,4.652750343,0,0,9.605068319,0,9.931985852,0,0,0,2.282350839,7.405983853,10.10964786,6.989672651,11.53182005,1.292369492,1
2.35735494,2.550358937,7.762514923,9.908886445,7.339208663,0,0,2.245647774,2.457068911,0,0,0,0,8.2450535,2.245647774,0,9.410750248,0,0,0,0,9.23910442,1.320195821,4.505039793,7.068595579,4.725146727,7.207102197,0.806117796,13.52635252,8.063217093,0,0,9.459111895,0,9.276152328,0,0,0,2.641430424,5.398066428,10.12447031,8.814108165,11.78889366,0,1
3.925657687,3.656496371,7.934085941,10.36474751,8.40541806,1.719796757,0.363675722,1.58842082,3.673138027,0,0.363675722,0,0,8.087293102,4.528502558,0,6.630296252,0,0,0.653977179,0,10.23036875,1.84020136,4.12232484,7.968447925,1.951363988,7.422233001,0.363675722,10.75077397,4.759858896,0.363675722,0.363675722,10.47668546,0,10.19867831,0,0,0,2.811779266,6.920567234,11.11060076,9.232253023,11.66254377,0,1
3.590817563,4.06345117,6.962710958,9.668420553,7.260232709,1.508986353,0.547449829,0.547449829,2.899427017,0,0,0,0,9.710353584,3.750724402,4.624229596,7.721044488,0,0,0.547449829,0,9.828569704,0,4.535996933,8.32152679,3.288196121,7.814338925,1.725784775,12.61982793,6.774220411,0,1.253747285,9.494723606,0,10.3521538,0,0,0.547449829,1.253747285,7.114085872,10.13130395,9.575484412,11.35592916,0,1
2.603406772,3.303620034,8.546624411,10.95460347,6.526395948,0.997473072,0,0.997473072,2.902517417,0,0,0,0,8.714358868,2.455307491,0,9.831804421,0,0,0.583326519,0.997473072,10.01801931,2.317882883,4.877773692,6.184853529,0,7.307328335,1.318924164,11.70207743,8.784503983,0.997473072,1.996207946,10.09891375,0,9.410707855,0,0,0,3.580338474,7.061084921,10.25176642,8.646022212,12.25293739,0.997473072,1
4.548541432,4.089684577,7.943100848,10.30862345,7.965253275,0,0,0,3.986156052,0,0,0,0.90565897,8.122719303,1.85602955,0,7.109757538,0,0,0,0.90565897,10.42041292,1.457699345,4.337282929,5.131799355,0,7.375760599,3.521088438,10.10628812,4.669826151,0,0,9.877649171,0,10.30663136,1.457699345,0,0,1.457699345,7.753865231,10.26831976,8.043749134,12.46468103,0.90565897,1
3.912534905,2.4843444,8.474805107,10.45944187,6.882826431,0,0,0.646439186,2.605873566,0,0,0,0,7.263306764,2.851639118,0,9.22114482,0,0,0,0.646439186,9.905639718,2.134779506,5.134492036,8.480317639,3.621266545,6.860267595,0.646439186,12.78563433,7.794604314,0,0,10.19788013,0,9.524432015,0,0,0,6.532585024,7.493431183,10.03252792,9.885951034,11.59195238,0,1
4.225699099,5.019470638,7.412916983,9.156204455,7.997168188,1.211884402,0,1.861042228,0.908889747,0,0,0,0,10.02304738,4.280147168,0,7.495575253,0,0,0,0,9.602175503,0.908889747,3.208642109,6.987912013,0,7.410425911,0,10.88749481,6.873800897,0,0,9.245474271,0,9.837623203,0,0,0,0,5.757383342,10.13255114,9.127063166,11.55732967,0,1
2.676696181,0,7.318822961,10.00573682,7.67043673,0.535555333,0,0.535555333,3.444773066,0,0,0,0,7.588579728,2.571531198,1.484395963,9.357343063,0,0,0.925239905,2.571531198,10.1126871,1.484395963,5.020777753,6.976798945,4.828773732,6.948308822,0,13.88985566,8.632995197,0.925239905,0.925239905,9.302942737,0,9.420217102,0.535555333,0,0.535555333,9.365231037,6.371679082,10.06928864,9.514554294,11.46180683,0.925239905,1
4.885818372,4.505967126,7.826764558,9.496208664,7.178993434,0.494466814,0,1.606063145,2.226354387,0,0,0,0,10.09837429,4.082736647,4.912697762,7.108085309,0,0,0,0,9.633235021,2.347183733,4.176394586,7.92011462,0.862114111,7.696717206,0,11.35690859,7.679522324,0,0,9.632491801,0,10.14599581,0,0,0,3.488103633,4.627151547,10.2220462,8.642448876,11.80058852,0.862114111,1
3.522620761,3.463020773,8.266036894,10.43134089,7.536666848,0,0,1.497740089,1.901494455,0,0,0,0,9.524584809,2.588804567,3.894468565,6.278122317,0,0,0,0,10.69807954,0.542010356,3.962724838,8.571331717,1.497740089,6.433019518,0,12.25621164,6.851186843,0,0,9.626311362,0,9.883341304,0,0.542010356,0,1.713695815,6.008619101,9.865821407,8.703450282,11.64130216,0.542010356,1
4.177551094,3.805622648,8.010153222,9.318511176,8.005018153,1.230694897,0,2.333538229,2.050501697,0,0.534958027,0,0.534958027,8.534968139,2.675183626,2.951214764,7.96410401,0,0,0,5.019052467,10.08848351,0.924403979,3.21944735,8.275500654,0,7.179282128,0,11.8912255,5.462628235,0,1.885027638,9.529522306,0.534958027,9.959115184,0,0,0,3.382335243,7.864799005,9.561589629,8.649072909,11.52036331,0.534958027,1
3.528596322,3.197739606,7.761365066,10.22684566,5.899620361,0.511366829,0,0,3.041067717,0,0.511366829,0,0,7.571987702,3.18296238,0,8.421989054,0,0,0.511366829,0.511366829,10.27072749,0.511366829,3.690394745,3.372631773,0.511366829,8.073156132,0.511366829,10.25472158,5.485784236,0,0.511366829,10.08320007,0.888071052,10.16832112,0,0,0,2.13842131,7.400998945,10.20985541,9.169045591,12.06426448,0.888071052,1
2.454939161,3.140418755,8.100031515,10.15129566,6.60855941,0.541613956,0,0.541613956,2.473994666,0,0,0,0,9.751624393,2.587701021,0,7.245999468,0,0,0,0,9.486177365,1.712771842,5.659091116,0,0.541613956,7.412425888,0,12.79569472,8.140027056,0,2.350553822,9.965912679,0,9.683717505,0,0,0,3.051250277,7.021579664,10.43192586,8.760892894,11.85875033,1.900528731,1
3.898614688,3.323787972,6.974391644,9.627001211,6.713365893,0.594070757,0,1.338281778,2.343663647,0,0,0,0,7.293738322,4.418162956,6.473733345,6.82130204,0,0,0,1.013640911,10.27740365,1.338281778,3.416880266,8.087717412,3.548350307,7.662817888,0,10.50587109,4.640736598,0,0,9.930224321,0,10.33145443,0.594070757,0,0.594070757,3.111415312,7.667232205,9.70480973,7.741237755,11.46121851,0,1
2.935214563,3.494133957,7.714293607,9.933779161,7.240304788,0.597030524,0,1.018064389,2.730944221,0,0,0,0,8.896980184,3.556441678,5.878330532,7.739706364,0,0,0,1.018064389,9.8577058,1.018064389,4.707000139,7.44515559,1.343635224,6.594473905,1.018064389,12.25919891,7.406443131,1.018064389,0,10.08442309,0.597030524,10.20147459,0,0,0,3.031518709,8.293241719,10.58283822,9.273121873,11.42073923,0,1
2.390392546,2.790250739,8.063670111,9.477859434,5.793388718,0.492006976,0,0,2.451699072,0,0,0,0,8.466684213,0.492006976,3.332765211,8.42634863,0,0,0,2.451699072,9.527168103,0.858219766,4.984051543,7.509885824,4.755475147,7.490032549,0.492006976,13.20073312,8.08142485,0.492006976,0.858219766,9.864359505,0,9.690769764,0,0,0,4.142682999,5.683592599,9.465472535,9.036953831,11.94770998,0.492006976,1
0,3.18316888,8.280232558,10.11045721,5.726882974,0,0,1.107487016,3.18316888,0,0,0,0,8.577632755,1.45001029,3.319560133,7.130755875,0,0,0,0,10.23594241,2.333853043,5.199892167,6.672948578,1.726569678,7.568913753,0,12.48695063,8.201124123,0,1.107487016,10.05750443,0,10.31064686,0,0,0.657548548,2.158369345,7.780159154,10.65085429,8.122610604,12.06429143,0,1
4.774734357,4.14421772,8.164600259,10.21586057,7.948922008,1.180402507,0,1.180402507,0.882995122,0,0.882995122,0,0,8.673644752,3.816159356,2.384381423,8.648066317,0,0,0.508022917,0,9.634821938,1.983604737,3.726994655,7.983022086,1.637192887,7.627066894,0.508022917,11.64434302,6.942420668,0.882995122,0,10.04825526,0,10.20763667,0,0,0,3.2391536,8.055775905,10.98133894,8.689956052,10.82931841,0,1
4.141816957,2.561741592,7.532924708,10.40968793,6.72505945,0,0,0,2.533663013,0,0,0,0,6.023962774,3.69777382,0,7.913607512,0,0,0,0,9.895570738,0.676989478,3.033088169,7.026147159,0,6.794415866,1.135928816,11.91604365,6.700356483,0,0,10.36322584,0,9.893755051,0,0,0,1.763496561,8.78110394,10.19138005,9.719245058,11.56981764,0,1
3.223716002,3.027490264,9.173387319,10.05740966,7.236425648,0.600745498,0,2.035342381,3.364222221,0,0,0,0.600745498,8.584015421,2.624171097,4.568159825,6.711797731,0,0,0,0.600745498,9.773937003,1.350270924,3.631046061,8.18118208,0,7.277064178,0,12.23069898,7.522393213,0,2.497944422,9.994509013,1.023681177,10.03839777,0,0.600745498,0,3.434828356,8.170876466,10.50836923,9.487723488,11.81053549,0,1
3.002774518,2.630964547,8.22552077,10.49151242,7.941886855,0,0.431676441,0.763581543,2.995846278,0,0,0,0,7.306799942,2.792938622,5.443188899,7.294032524,0,0,0,0,10.01052811,1.45638563,4.031165787,6.850786924,5.151213453,7.220446047,0,11.81671169,6.629747115,0.431676441,2.374677843,9.736807791,0,9.711820096,0.431676441,0,0,1.629053477,8.735549255,10.50125999,10.45361017,11.45255528,0,1
3.97339086,2.263965846,7.048399683,9.962366824,5.400141681,0,0,0.506601942,2.784462104,0,0,0,0,9.898938405,2.126179949,0,8.573234389,0,0,0,0,9.959932403,2.258910826,3.627478437,5.686046637,0.506601942,7.378268842,1.177662708,11.8048409,7.466398724,1.177662708,3.234807853,9.741229327,0,9.931623968,0,0,0,2.126179949,6.048938003,10.1762729,8.975314918,11.57549198,0.506601942,1
3.191167814,2.927896454,7.776643581,10.63743093,7.102007176,1.156137698,0,0.495183478,2.660860181,0,0,0,0,6.828123787,2.836550319,0,8.092418887,0,0,0,0.495183478,10.55224641,1.156137698,4.396954068,7.690626612,1.607720898,8.552565358,0,11.75190385,6.055863735,0,1.399553938,9.661503782,0,9.409435489,0,0,0,1.399553938,6.037990539,10.64335116,7.504683946,11.49415056,0,1
3.872907539,3.835378414,7.432333102,9.113458287,7.439764408,0,0,0.797179034,2.229095661,0,0.452911665,0,0,9.800493883,3.245389176,0,8.529317321,0,0,0.452911665,0.797179034,8.924886714,1.840725061,4.37846307,7.588174929,0,6.670486302,1.508022917,12.93825454,7.257029482,0,1.683920981,9.625615704,0,10.08889422,0,0,0,2.786889053,7.114544019,10.01881219,9.888457116,11.90850896,0,1
3.109527722,2.768417255,7.620483776,10.08213573,7.922072939,1.257493448,0,0,2.37086174,0,0,0,0,8.769265941,3.424344357,2.608738289,7.952094728,0,0,0,1.257493448,10.26718463,0.549521321,3.869950348,7.1631666,0,7.906157039,0.549521321,11.89959106,6.499464838,0,0,9.809208624,0.946506299,10.4413154,0,0,0,2.714421378,8.162804188,10.44946852,10.16893531,11.61786229,1.257493448,1
0.979074161,2.232016004,7.739220297,10.42288472,7.740860118,0.552770524,0,0.552770524,3.715849452,0,0,0,2.09369538,7.21473681,2.913932967,0,8.317249793,0,0,0,1.737470449,9.96200091,3.814899007,4.076807048,6.456886625,0.552770524,7.328405659,4.858702162,11.30661997,9.637731591,0,3.303240093,10.81003334,0.552770524,10.22547257,0,0,0,2.09369538,6.410127371,10.53108899,8.577417498,11.53264814,0,1
3.883914017,2.175237151,7.813813251,9.726618379,6.260339988,0,0.552868871,0.552868871,2.914220072,0,0,0,0,8.946134292,3.000955469,3.38512728,7.859056397,0,0,0.552868871,4.811830632,9.455310779,2.243699543,4.494639614,8.046561997,1.520095326,6.927019385,0,13.84029603,8.733076351,0.951587795,0,10.33520051,0.552868871,10.563835,1.926796477,0,0,3.433947582,8.330204315,10.03413867,9.266929398,11.25803597,0,1
3.998312864,3.303459302,7.887293739,9.778057411,7.61501896,0,0,0.952706308,1.521503079,0,0,0,0,9.919946342,3.305503648,2.808508617,7.35963537,0,0,0.952706308,0,9.967903489,1.739243253,4.461947582,7.099168942,2.619413011,7.325791144,0,13.00760549,7.326384543,0,0.553557109,10.13923157,0,11.01001751,0,0,0,4.1942368,6.652856443,10.3971612,8.777393413,11.40734744,0,1
3.565353457,3.733159075,7.995693672,9.653968225,7.143230135,0,0,2.618567571,2.734547054,0,0,0,0,7.847408187,1.34619103,0,7.137974782,0,0,0,0,9.654888389,1.020271053,3.358185244,8.179640425,2.201320198,6.951949076,0,11.63523744,5.993785299,0,0,9.653047474,1.020271053,9.93273149,0,0,0,3.560335892,7.781510533,10.52502155,9.280956314,11.53881458,0,1
